table_name,dataset_name,unionable_id
147_itunes_amazon_tableA_colsize8_chunk1.csv,itunes_amazon,7
166_walmart_amazon_tableA_colsize5_chunk0.csv,walmart_amazon,8
98_dblp_acm_tableB_colsize4_chunk3.csv,dblp_acm,4
28_amazon_google_tableB_colsize4_chunk3.csv,amazon_google,1
168_walmart_amazon_tableA_colsize5_chunk2.csv,walmart_amazon,8
107_dblp_scholar_tableB_colsize5_chunk2.csv,dblp_scholar,5
19_abt_buy_tableB_colsize3_chunk4.csv,abt_buy,0
145_itunes_amazon_tableB_colsize9_chunk4.csv,itunes_amazon,7
114_dblp_scholar_tableA_colsize4_chunk4.csv,dblp_scholar,5
90_dblp_acm_tableA_colsize4_chunk0.csv,dblp_acm,4
13_abt_buy_tableA_colsize3_chunk3.csv,abt_buy,0
14_abt_buy_tableA_colsize3_chunk4.csv,abt_buy,0
154_itunes_amazon_tableB_colsize8_chunk3.csv,itunes_amazon,7
71_company_tableA_colsize1_chunk1.csv,company,3
88_dblp_acm_tableB_colsize5_chunk3.csv,dblp_acm,4
143_itunes_amazon_tableB_colsize9_chunk2.csv,itunes_amazon,7
146_itunes_amazon_tableA_colsize8_chunk0.csv,itunes_amazon,7
63_company_tableA_colsize2_chunk3.csv,company,3
78_company_tableB_colsize1_chunk3.csv,company,3
20_amazon_google_tableA_colsize4_chunk0.csv,amazon_google,1
86_dblp_acm_tableB_colsize5_chunk1.csv,dblp_acm,4
173_walmart_amazon_tableB_colsize5_chunk2.csv,walmart_amazon,8
103_dblp_scholar_tableA_colsize5_chunk3.csv,dblp_scholar,5
165_walmart_amazon_tableB_colsize6_chunk4.csv,walmart_amazon,8
47_beer_tableB_colsize5_chunk2.csv,beer,2
174_walmart_amazon_tableB_colsize5_chunk3.csv,walmart_amazon,8
11_abt_buy_tableA_colsize3_chunk1.csv,abt_buy,0
74_company_tableA_colsize1_chunk4.csv,company,3
109_dblp_scholar_tableB_colsize5_chunk4.csv,dblp_scholar,5
118_dblp_scholar_tableB_colsize4_chunk3.csv,dblp_scholar,5
77_company_tableB_colsize1_chunk2.csv,company,3
16_abt_buy_tableB_colsize3_chunk1.csv,abt_buy,0
18_abt_buy_tableB_colsize3_chunk3.csv,abt_buy,0
29_amazon_google_tableB_colsize4_chunk4.csv,amazon_google,1
41_beer_tableA_colsize5_chunk1.csv,beer,2
105_dblp_scholar_tableB_colsize5_chunk0.csv,dblp_scholar,5
124_fodors_zagat_tableA_colsize7_chunk4.csv,fodors_zagat,6
65_company_tableB_colsize2_chunk0.csv,company,3
23_amazon_google_tableA_colsize4_chunk3.csv,amazon_google,1
33_amazon_google_tableA_colsize3_chunk3.csv,amazon_google,1
69_company_tableB_colsize2_chunk4.csv,company,3
87_dblp_acm_tableB_colsize5_chunk2.csv,dblp_acm,4
138_itunes_amazon_tableA_colsize9_chunk2.csv,itunes_amazon,7
111_dblp_scholar_tableA_colsize4_chunk1.csv,dblp_scholar,5
117_dblp_scholar_tableB_colsize4_chunk2.csv,dblp_scholar,5
75_company_tableB_colsize1_chunk0.csv,company,3
135_fodors_zagat_tableB_colsize6_chunk2.csv,fodors_zagat,6
2_abt_buy_tableA_colsize4_chunk2.csv,abt_buy,0
34_amazon_google_tableA_colsize3_chunk4.csv,amazon_google,1
12_abt_buy_tableA_colsize3_chunk2.csv,abt_buy,0
157_walmart_amazon_tableA_colsize6_chunk1.csv,walmart_amazon,8
172_walmart_amazon_tableB_colsize5_chunk1.csv,walmart_amazon,8
52_beer_tableA_colsize4_chunk2.csv,beer,2
24_amazon_google_tableA_colsize4_chunk4.csv,amazon_google,1
160_walmart_amazon_tableA_colsize6_chunk4.csv,walmart_amazon,8
67_company_tableB_colsize2_chunk2.csv,company,3
36_amazon_google_tableB_colsize3_chunk1.csv,amazon_google,1
150_itunes_amazon_tableA_colsize8_chunk4.csv,itunes_amazon,7
6_abt_buy_tableB_colsize4_chunk1.csv,abt_buy,0
99_dblp_acm_tableB_colsize4_chunk4.csv,dblp_acm,4
9_abt_buy_tableB_colsize4_chunk4.csv,abt_buy,0
120_fodors_zagat_tableA_colsize7_chunk0.csv,fodors_zagat,6
112_dblp_scholar_tableA_colsize4_chunk2.csv,dblp_scholar,5
136_itunes_amazon_tableA_colsize9_chunk0.csv,itunes_amazon,7
158_walmart_amazon_tableA_colsize6_chunk2.csv,walmart_amazon,8
27_amazon_google_tableB_colsize4_chunk2.csv,amazon_google,1
4_abt_buy_tableA_colsize4_chunk4.csv,abt_buy,0
171_walmart_amazon_tableB_colsize5_chunk0.csv,walmart_amazon,8
119_dblp_scholar_tableB_colsize4_chunk4.csv,dblp_scholar,5
55_beer_tableB_colsize4_chunk0.csv,beer,2
159_walmart_amazon_tableA_colsize6_chunk3.csv,walmart_amazon,8
73_company_tableA_colsize1_chunk3.csv,company,3
1_abt_buy_tableA_colsize4_chunk1.csv,abt_buy,0
167_walmart_amazon_tableA_colsize5_chunk1.csv,walmart_amazon,8
110_dblp_scholar_tableA_colsize4_chunk0.csv,dblp_scholar,5
97_dblp_acm_tableB_colsize4_chunk2.csv,dblp_acm,4
37_amazon_google_tableB_colsize3_chunk2.csv,amazon_google,1
7_abt_buy_tableB_colsize4_chunk2.csv,abt_buy,0
101_dblp_scholar_tableA_colsize5_chunk1.csv,dblp_scholar,5
104_dblp_scholar_tableA_colsize5_chunk4.csv,dblp_scholar,5
0_abt_buy_tableA_colsize4_chunk0.csv,abt_buy,0
95_dblp_acm_tableB_colsize4_chunk0.csv,dblp_acm,4
128_fodors_zagat_tableA_colsize6_chunk0.csv,fodors_zagat,6
8_abt_buy_tableB_colsize4_chunk3.csv,abt_buy,0
131_fodors_zagat_tableA_colsize6_chunk3.csv,fodors_zagat,6
93_dblp_acm_tableA_colsize4_chunk3.csv,dblp_acm,4
35_amazon_google_tableB_colsize3_chunk0.csv,amazon_google,1
42_beer_tableA_colsize5_chunk2.csv,beer,2
10_abt_buy_tableA_colsize3_chunk0.csv,abt_buy,0
152_itunes_amazon_tableB_colsize8_chunk1.csv,itunes_amazon,7
51_beer_tableA_colsize4_chunk1.csv,beer,2
58_beer_tableB_colsize4_chunk3.csv,beer,2
44_beer_tableA_colsize5_chunk4.csv,beer,2
122_fodors_zagat_tableA_colsize7_chunk2.csv,fodors_zagat,6
163_walmart_amazon_tableB_colsize6_chunk2.csv,walmart_amazon,8
50_beer_tableA_colsize4_chunk0.csv,beer,2
164_walmart_amazon_tableB_colsize6_chunk3.csv,walmart_amazon,8
70_company_tableA_colsize1_chunk0.csv,company,3
15_abt_buy_tableB_colsize3_chunk0.csv,abt_buy,0
85_dblp_acm_tableB_colsize5_chunk0.csv,dblp_acm,4
81_dblp_acm_tableA_colsize5_chunk1.csv,dblp_acm,4
21_amazon_google_tableA_colsize4_chunk1.csv,amazon_google,1
54_beer_tableA_colsize4_chunk4.csv,beer,2
129_fodors_zagat_tableA_colsize6_chunk1.csv,fodors_zagat,6
148_itunes_amazon_tableA_colsize8_chunk2.csv,itunes_amazon,7
84_dblp_acm_tableA_colsize5_chunk4.csv,dblp_acm,4
61_company_tableA_colsize2_chunk1.csv,company,3
17_abt_buy_tableB_colsize3_chunk2.csv,abt_buy,0
156_walmart_amazon_tableA_colsize6_chunk0.csv,walmart_amazon,8
