entry_id,music_genre,rights_info,song_name_text,release_day,download_price,play_time,alb_title
2762,"Alternative , Music",2011 3cg Records ( Fbo Red Cross ) . All Rights Reserved 11102 .,The East Wood Fox,5-Apr-11,$ 0.99,4:10,SXSW4Japan
2763,"Pop , Music , Rock",2012 S-Curve Records,The Heavy and the Slow ( Live ),13-Mar-12,$ 1.99,4:31,Live from L.A.
2764,"Pop , Music , Rock",2012 S-Curve Records,The Heavy and the Slow ( Live ),13-Mar-12,$ 1.99,4:31,Live from L.A.
2765,"Pop , Music , Rock",2012 S-Curve Records,The Heavy and the Slow ( Live ),13-Mar-12,$ 1.99,4:31,Live from L.A.
2766,"Pop , Music","Compilation 2013 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",Safe and Sound ( NOW What 's Next Bonus Track ),5-Feb-13,Album Only,3:12,Now 45
2767,"Alternative , Music","2012 RCA Records , a division of Sony Music Entertainment",Anna Sun ( Live ),10-Sep-12,$ 1.29,6:11,iTunes Festival : London 2012 - EP
2768,"Alternative , Music","2012 RCA Records , a division of Sony Music Entertainment",Anna Sun ( Live ),10-Sep-12,$ 1.29,6:11,iTunes Festival : London 2012 - EP
2769,"Alternative , Music","2012 RCA Records , a division of Sony Music Entertainment",Anna Sun ( Live ),10-Sep-12,$ 1.29,6:11,iTunes Festival : London 2012 - EP
2770,"Alternative , Music","2012 RCA Records , a division of Sony Music Entertainment",Anna Sun ( Live ),10-Sep-12,$ 1.29,6:11,iTunes Festival : London 2012 - EP
2771,"Alternative , Music","2012 RCA Records , a division of Sony Music Entertainment",Anna Sun ( Live ),10-Sep-12,$ 1.29,6:11,iTunes Festival : London 2012 - EP
2772,"Alternative , Music , Rock , Indie Rock","2013 RCA Records , a division of Sony Music Entertainment",Burning Down the House ( Live ),18-Jan-13,$ 1.29,3:51,Tightrope - EP
2773,"Alternative , Music , Rock , Indie Rock","2013 RCA Records , a division of Sony Music Entertainment",Burning Down the House ( Live ),18-Jan-13,$ 1.29,3:51,Tightrope - EP
2774,"Soundtrack , Music","2013 Hollywood Records , Inc.",Let 's Go All the Way ( feat . Ashley Hamilton & Robbie Williams ),22-Apr-13,$ 1.29,4:28,Iron Man 3 : Heroes Fall ( Music Inspired By the Motion Picture )
2775,"Alternative , Music , Indie Rock , Rock","2015 RCA Records , a division of Sony Music Entertainment",Different Colors ( Acoustic ),4-Sep-15,$ 1.29,3:24,Shut Up and Dance ( Acoustic ) - Single
2776,"Country , Music","2015 MCA Nashville , a Division of UMG Recordings , Inc.",Take Your Time,4-Sep-15,$ 1.99,3:58,Take Your Time ( Deluxe Single )
2777,"Country , Music , Pop , Pop/Rock , Honky Tonk , Contemporary Country , Rock","2014 MCA Nashville , a Division of UMG Recordings , Inc.",Speakers,27-Oct-14,$ 1.29,3:46,Montevallo
2778,"Country , Music , Pop , Pop/Rock , Honky Tonk , Contemporary Country , Rock","2014 MCA Nashville , a Division of UMG Recordings , Inc.",Speakers,27-Oct-14,$ 1.29,3:46,Montevallo
2779,"Country , Music , Pop , Pop/Rock , Honky Tonk , Contemporary Country , Rock","2014 MCA Nashville , a Division of UMG Recordings , Inc.",Speakers,27-Oct-14,$ 1.29,3:46,Montevallo
2780,"Country , Music , Pop , Pop/Rock , Honky Tonk , Contemporary Country , Rock","2014 MCA Nashville , a Division of UMG Recordings , Inc.",Speakers,27-Oct-14,$ 1.29,3:46,Montevallo
2781,"Country , Music , Pop , Pop/Rock , Honky Tonk , Contemporary Country , Rock","2014 MCA Nashville , a Division of UMG Recordings , Inc.",Speakers,27-Oct-14,$ 1.29,3:46,Montevallo
2782,"Country , Music , Pop , Pop/Rock , Honky Tonk , Contemporary Country , Rock","2014 MCA Nashville , a Division of UMG Recordings , Inc.",Speakers,27-Oct-14,$ 1.29,3:46,Montevallo
2783,"Country , Music , Pop , Pop/Rock , Honky Tonk , Contemporary Country , Rock","2014 MCA Nashville , a Division of UMG Recordings , Inc.",Speakers,27-Oct-14,$ 1.29,3:46,Montevallo
2784,"Country , Music , Pop , Pop/Rock , Honky Tonk , Contemporary Country , Rock","2014 MCA Nashville , a Division of UMG Recordings , Inc.",Speakers,27-Oct-14,$ 1.29,3:46,Montevallo
2785,"Country , Music , Pop , Pop/Rock , Honky Tonk , Contemporary Country , Rock","2014 MCA Nashville , a Division of UMG Recordings , Inc.",Speakers,27-Oct-14,$ 1.29,3:46,Montevallo
2786,"Country , Music , Pop , Pop/Rock , Honky Tonk , Contemporary Country , Rock","2014 MCA Nashville , a Division of UMG Recordings , Inc.",Speakers,27-Oct-14,$ 1.29,3:46,Montevallo
2787,"Pop , Music , Rock",2012 S-Curve Records,The Heavy and the Slow ( Live ),13-Mar-12,$ 1.99,4:31,Live from L.A.
2788,"Pop , Music , Rock",2012 S-Curve Records,The Heavy and the Slow ( Live ),13-Mar-12,$ 1.99,4:31,Live from L.A.
2789,"Pop , Music , Rock",2012 S-Curve Records,The Heavy and the Slow ( Live ),13-Mar-12,$ 1.99,4:31,Live from L.A.
2790,"Pop , Music , Rock",2012 S-Curve Records,The Heavy and the Slow ( Live ),13-Mar-12,$ 1.99,4:31,Live from L.A.
2791,"Pop , Music , Rock",2012 S-Curve Records,The Heavy and the Slow ( Live ),13-Mar-12,$ 1.99,4:31,Live from L.A.
2792,"Pop , Music , Rock",2012 S-Curve Records,The Heavy and the Slow ( Live ),13-Mar-12,$ 1.99,4:31,Live from L.A.
2793,"Pop , Music , Rock",2012 S-Curve Records,The Heavy and the Slow ( Live ),13-Mar-12,$ 1.99,4:31,Live from L.A.
2794,"Country , Music","2012 Blackbird Production Partners , LLC",I Walk the Line ( Live ),3-Aug-12,$ 1.29,2:29,We Walk the Line - A Celebration of the Music of Johnny Cash ( Live )
2795,"Soundtrack , Music","2015 Universal Music Enterprises , a Division of UMG Recordings , Inc.",Toner ( Instrumental Suite ),10-Feb-15,$ 1.29,2:58,Ultimate Pitch Perfect ( Original Motion Picture Soundtrack )
2796,"Pop , Music , Rock , Dance , Teen Pop",2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Exclusive Video Content 2,,Album Only,--,Get Weird ( Deluxe Edition )
2797,"Pop , Music , Rock , Dance , Teen Pop",2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Exclusive Video Content 2,,Album Only,--,Get Weird ( Deluxe Edition )
2798,"Pop , Music , Rock , Dance , Teen Pop",2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Exclusive Video Content 2,,Album Only,--,Get Weird ( Deluxe Edition )
2799,"Pop , Music , Rock , Dance , Teen Pop",2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Exclusive Video Content 2,,Album Only,--,Get Weird ( Deluxe Edition )
2800,"Pop , Music , Rock , Dance , Teen Pop",2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Exclusive Video Content 2,,Album Only,--,Get Weird ( Deluxe Edition )
2801,"Pop , Music , Rock , Dance , Teen Pop",2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Exclusive Video Content 2,,Album Only,--,Get Weird ( Deluxe Edition )
2802,"Pop , Music , Rock , Dance , Teen Pop",2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Exclusive Video Content 2,,Album Only,--,Get Weird ( Deluxe Edition )
2803,"Pop , Music , Rock , Dance , Teen Pop",2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Exclusive Video Content 2,,Album Only,--,Get Weird ( Deluxe Edition )
2804,"Pop , Music , Rock , Dance , Teen Pop",2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Exclusive Video Content 2,,Album Only,--,Get Weird ( Deluxe Edition )
2805,"Pop , Music , Rock , Dance , Teen Pop",2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Exclusive Video Content 2,,Album Only,--,Get Weird ( Deluxe Edition )
2806,"Pop , Music , Rock , Dance , Teen Pop",2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,Exclusive Video Content 2,,Album Only,--,Get Weird ( Deluxe Edition )
2807,"Pop , Music , Rock , Dance , Teen Pop",2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,The End,,Album Only,--,Get Weird
2808,"Hip-Hop/Rap , Music",2010 Macklemore & Ryan Lewis,The Town ( Sabzi Remix ),20-Oct-10,$ 0.99,4:26,VS. Redux - EP
2809,"Hip-Hop/Rap , Music","2011 Macklemore , LLC",Otherside Remix ( Live ),31-Aug-11,$ 0.99,6:10,Otherside Remix ( Live ) - Single
2810,"Hip-Hop , Music,Hip-Hop / Rap , Rap , West Coast Rap , Alternative Rap","2012 Macklemore , LLC .",Cowboy Boots,9-Oct-12,$ 1.29,4:15,The Heist
2811,"Hip-Hop , Music,Hip-Hop / Rap , Rap , West Coast Rap , Alternative Rap","2012 Macklemore , LLC .",Cowboy Boots,9-Oct-12,$ 1.29,4:15,The Heist
2812,"Hip-Hop , Music,Hip-Hop / Rap , Rap , West Coast Rap , Alternative Rap","2012 Macklemore , LLC .",Cowboy Boots,9-Oct-12,$ 1.29,4:15,The Heist
2813,"Hip-Hop , Music,Hip-Hop / Rap , Rap , West Coast Rap , Alternative Rap","2012 Macklemore , LLC .",Cowboy Boots,9-Oct-12,$ 1.29,4:15,The Heist
2814,"Hip-Hop , Music,Hip-Hop / Rap , Rap , West Coast Rap , Alternative Rap","2012 Macklemore , LLC .",Cowboy Boots,9-Oct-12,$ 1.29,4:15,The Heist
2815,"Hip-Hop , Music,Hip-Hop / Rap , Rap , West Coast Rap , Alternative Rap","2012 Macklemore , LLC .",Cowboy Boots,9-Oct-12,$ 1.29,4:15,The Heist
2816,"Pop , Music , Rock , Teen Pop , Dance","2013 Simco Ltd. under exclusive license to Epic Records , a division of Sony Music Entertainment",Leave My Heart Out of This ( Acoustic ),15-Nov-13,$ 0.69,3:54,Better Together - Acoustic - EP
2817,"Pop , Music , Rock , Teen Pop , Dance","2013 Simco Ltd. under exclusive license to Epic Records , a division of Sony Music Entertainment",Leave My Heart Out of This ( Acoustic ),15-Nov-13,$ 0.69,3:54,Better Together - Acoustic - EP
2818,"Pop , Music , Latino , Latin Pop","2013 Simco Ltd. under exclusive license to Epic Records , a division of Sony Music Entertainment",Que el Coraz ' _ n No Hable por Mi ( Leave My Heart Out of This ),8-Nov-13,$ 0.69,3:52,Juntos - EP
2819,"Country , Music , Rock , Southern Rock , Contemporary Country",2013 Capitol Nashville,Livin ' Part of Life,17-Dec-13,$ 1.29,4:29,Chief / Caught In the Act / Carolina / Sinners Like Me
2820,"Country , Music","Compilation 2010 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",Star-Spangled Banner ( Bonus Track ),15-Jun-10,Album Only,2:24,Now That 's What I Call the U.S.A. ( The Patriotic Country Collection )
2821,"Pop , Music","Compilation 2012 NOW Joint Venture . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Catalog , 1750 North Vine Street , Hollywood , CA 90028 .",Earthquake ( feat . Busta Rhymes ) [ Bonus Track ],1-May-12,Album Only,4:19,"Now That 's What I Call Music , Vol . 42"
2822,"Country , Music","2012 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS , INC.",Home,12-Jun-12,Album Only,3:58,"NOW That 's What I Call Country , Vol . 5"
2823,"Country , Music","2011 EMI MUSIC NORTH AMERICA / SONY MUSIC ENTERTAINMENT / UMG RECORDINGS , INC.",The Breath You Take,14-Jun-11,Album Only,3:34,"Now That 's What I Call Country , Vol . 4"
2824,"Alternative , Music , Rock , Indie Rock","2013 RCA Records , a division of Sony Music Entertainment",Burning Down the House ( Live ),18-Jan-13,$ 1.29,3:51,Tightrope - EP
2825,"Alternative , Music , Rock , Indie Rock","2013 RCA Records , a division of Sony Music Entertainment",Burning Down the House ( Live ),18-Jan-13,$ 1.29,3:51,Tightrope - EP
2826,"Alternative , Music , Rock , Indie Rock","2013 RCA Records , a division of Sony Music Entertainment",Burning Down the House ( Live ),18-Jan-13,$ 1.29,3:51,Tightrope - EP
